"rho" "phi" "sigma" "beta" "alpha" "gamma"
"76" 0.9748163136163 9.42384857378784 0.557376905767991 0.429424475761542 0.480764246990605 0.798650102375957
"77" 1.99621437147601 13.3544352677252 0.593039147432657 0.235833970795024 0.825244977453882 0.209902475075588
"78" 1.68291386358032 0.139832400371753 1.33903498143159 0.443888900841037 0.364320347156276 0.0922372132221686
"79" 1.88638136011598 11.244828528101 1.9289468642715 0.403034934300584 0.131831037851433 0.391450446609399
"80" 0.869057915944722 1.02353791521247 1.05473417943878 0.447823432524664 0.369442127368529 0.409507186360965
"81" 0.221390949391727 18.488665582159 0.653809700054678 0.418562737069026 0.929599142596999 0.78686412244029
"82" 1.47836759023734 6.18156972152065 1.66376375240881 0.433013458692585 0.187064862707172 0.187654642837255
"83" 0.544401672953557 12.8682282474931 1.0343367015074 0.491208817996916 0.135670517153423 0.825746217289374
"84" 1.54444426862132 1.56397803605484 0.368128889996504 0.314249837330863 0.66829320324905 0.0866941486580929
"85" 1.92890520756399 18.1014101641319 2.07995577813563 0.140049719267284 0.53676939070179 0.0375789938459223
"86" 1.62790523679827 3.78632394432706 0.799315233421761 0.014564100060982 0.961051942307677 0.930611242360361
"87" 0.694859216027128 1.36376147536794 0.179838217482029 0.280298037167605 0.334584064770232 0.596570324849121
"88" 1.94011932540577 3.24674007859098 0.613207502576967 0.182956497761812 0.355873312528794 0.0580851063558449
"89" 1.02866007596354 5.88011728946835 2.37815002186055 0.144067342018388 0.0953462629497933 0.151578622209075
"90" 1.06379535319658 16.4945367145784 1.85953426250697 0.24006056415705 0.0834240151608745 0.0694720673958987
"91" 1.18595470724436 0.500209681236551 0.488517480329652 0.468211934014627 0.652994800568974 0.481782202799098
"92" 1.32442149287505 2.10875127894854 1.38113004596432 0.242970606315794 0.31732770846429 0.00814064308776454
"93" 0.813239599638369 9.60623842595461 2.27743691141898 0.0984966596079175 0.993889250625216 0.977629700276468
"94" 0.194661845521685 9.30771700328998 2.09917037030599 0.436912205597244 0.0508591831520399 0.395857407753023
"95" 1.19146812296822 8.54659163503259 0.335293935326523 0.353890519504473 0.060107394226569 0.853087205477225
"96" 0.0536739016762502 5.61553866107715 2.2441573154044 0.194366821438702 0.828916092269148 0.65860122813839
"97" 1.36129567489427 6.72746296539637 0.752894415478035 0.498619048352079 0.335760875587377 0.494709509303253
"98" 0.305373955266467 18.3361524761338 1.91816175082619 0.414487416891331 0.0400974587495771 0.763477955086273
"99" 0.138573222113856 8.2429765348622 2.48173494437911 0.40944893753944 0.695193442071156 0.403541739927147
"100" 1.16600838394619 5.1682145725811 2.20702660682166 0.302199459454381 0.323156460887861 0.112213296169232
"101" 1.21043310186984 3.17702031349264 1.94546615521956 0.306217267364056 0.0307324130086012 0.552871785395837
"102" 1.83440959856879 1.17001650175163 1.4805927789426 0.150669900460863 0.0102682297053564 0.275989579717654
"103" 1.14276095897783 5.70114797299279 1.16537885647891 0.375815430465341 0.836464948539547 0.354092679620538
"104" 0.131324217103871 5.39641651832166 0.125754440385728 0.451929776246938 0.77434445362139 0.891257964711778
"105" 0.794322758721786 16.119049390067 2.14025566533434 0.184023856596468 0.453157619500416 0.0653002187547307
"106" 1.45998245296401 7.76647502801747 0.78167686942574 0.237677391057202 0.78534686718714 0.129703746439191
"107" 0.209097740909783 6.10977391864123 0.664592356518239 0.328533330807529 0.20882151826975 0.0459341310841929
"108" 1.38546254073611 2.26043869585348 0.627650779944296 0.462872568028875 0.939912083072288 0.0171184667269699
"109" 0.944395878017531 0.0125902881388486 2.32403808549082 0.0632173487002936 0.118594260916455 0.710702335015022
"110" 0.953176058115787 14.3130890042396 0.571784661715355 0.160816965221914 0.925523422688587 0.770043665428862
"111" 0.0785371710579576 11.5471507637371 2.45410354679864 0.19919292331906 0.58475751900031 0.569807235805326
"112" 1.9559654583219 7.53454334196119 0.0751104069006812 0.0387254281642007 0.255952486529298 0.57517338616682
"113" 0.302204426419589 17.0057457878387 2.17979428274962 0.289640912590195 0.670806502355845 0.161205358422844
"114" 1.26975280748697 2.34841363311196 1.86858235292675 0.333626548015932 0.0471000584470208 0.950805762262982
"115" 0.0178842995020594 13.5726519324193 1.48736053045338 0.49722137531145 0.0556885949595848 0.588432695113754
"116" 0.160998396766705 14.7457903389711 1.26670159554124 0.337672179929151 0.563055090902448 0.278102477046819
"117" 0.774007033417417 19.2870188106982 1.41523372975696 0.0868029128609383 0.551631191408627 0.175650694055158
"118" 0.564274644684961 13.2900119217603 1.63909642152638 0.440005444365462 0.418605181511209 0.996832678023826
"119" 0.993907697546612 3.71734260658351 0.0479177238724203 0.421208774350816 0.820848702733721 0.231006555917182
"120" 0.720304756017867 2.18184394200632 0.134872167052111 0.268315413375344 0.621831481335643 0.317824997491178
"121" 0.856519932153917 14.2121472435455 1.80467316384238 0.0411042043810344 0.522053385136782 0.944424480382752
"122" 0.34943479318047 10.4204128851416 0.851756584218362 0.0348128884366555 0.809313571106551 0.215801726479965
"123" 0.270387922671424 4.09850927772433 1.54997030026477 0.35202944889014 0.831547905301185 0.927432130506661
"124" 0.530675543137477 2.95392883567339 1.5701112123965 0.336837080862356 0.0919429490064171 0.839881942370474
"125" 0.286232565269789 5.2547490179547 1.2959262869195 0.47231225016003 0.553577827913354 0.665762440134131
"126" 1.57731555549669 2.66288407679115 0.775791115076052 0.0437911233815872 0.0356776142621779 0.144199201187543
"127" 0.647312499672158 17.7587321460721 0.902899477904222 0.0707132600598145 0.681985672169373 0.721571320912127
"128" 1.35503225142643 19.074096699 2.35346976100897 0.252237657601134 0.301237869487003 0.270314490827981
"129" 0.277961932769228 2.88196420276238 0.695763105104561 0.227332779409543 0.381143807267238 0.33236736179554
"130" 0.47774109121279 7.18106201492317 0.682225638237079 0.359919452843315 0.762452945364722 0.680112235705435
"131" 0.313805892755876 14.3757541092054 1.97219773392395 0.246028983967075 0.373630116981596 0.373587812400988
"132" 0.154994245252705 14.4690034983588 0.842441942404548 0.473425210386527 0.661882049266881 0.530751422882271
"133" 1.09208716046955 9.77462198470935 0.191805155198901 0.46991985414674 0.457005224821582 0.257675545207998
"134" 0.339753174131537 15.4524093025663 1.28429342689352 0.344156567471405 0.168448943400498 0.450912838315292
"135" 1.69614129267783 8.42428286778159 2.15062769342174 0.386609219243318 0.989734709057042 0.222645204652508
"136" 0.908163182738852 10.0043514925138 1.73267530628177 0.0684528102844654 0.606585902537128 0.324193406259708
"137" 0.711921532894069 16.8160277177854 1.22551071263453 0.207505318253555 0.753858688841449 0.386665816076857
"138" 0.236596122895467 0.78350311016298 1.36657003571859 0.0369608761533787 0.848275507392827 0.129071030125488
"139" 1.38062318322981 14.0688503832332 1.21628157981312 0.408038128588357 0.440155955973231 0.0418028842541389
"140" 0.748442796075584 11.1349884650138 1.25467313950399 0.21785785368151 0.249038451380329 0.546366630430774
"141" 0.439962074846595 2.01312923806004 1.45731520698454 0.110671554099619 0.200518292287597 0.73705940826663
"142" 0.22996560881854 15.7863428248675 0.73674109402938 0.134722579384418 0.0778849349558836 0.900618664101265
"143" 0.0479510085840177 11.2901442945544 0.453180051104677 0.264607208991427 0.203788983226072 0.793086478394149
"144" 1.64453060515267 7.81120440380099 1.3927593292049 0.107011073468519 0.281118846560795 0.382415035252052
"145" 0.247461656775808 16.3920969191947 1.10232582567863 0.298372716284835 0.718167666422752 0.654022897398266
"146" 1.85643786216886 17.6230430541909 1.55673749113963 0.121967176378218 0.295177781131185 0.28195906525694
"147" 1.01570915302727 2.81377603879914 0.91850086577324 0.0283704331590603 0.219332560673398 0.63847592577596
"148" 1.58141382244607 5.06975503777669 0.540404323468725 0.0494682991541465 0.37523376318755 0.298840412119586
"149" 1.11233540719591 14.612216300988 0.991644303056611 0.404406443082345 0.259725340106732 0.36611930424572
"150" 1.40315519243761 8.64218490374956 0.973738771657996 0.19179386507884 0.46583429859103 0.808214557098316
"151" 0.777633566423901 12.4018840688223 0.46460391339029 0.339904519066684 0.152233610241508 0.582757244465548
"152" 1.02201524841283 10.3539127451118 1.60394432859123 0.384105094238164 0.0410476863783385 0.687115831638429
"153" 0.725180557841668 8.38194893157509 2.17330142478334 0.317627717490333 0.561134578248519 0.293061217706833
"154" 1.36620188237326 9.91684407130898 0.375152630123401 0.154445638614041 0.409254390140372 0.505012838512942
"155" 1.78233035533464 8.17674768884899 1.43617709824217 0.11604316766326 0.893230034017636 0.97947415157874
"156" 0.965779651278613 16.0187138199399 0.384159755508985 0.31031747932762 0.485510205047571 0.745546610675644
"157" 0.914455714423509 17.0658073260607 1.18283075163033 0.34967115411668 0.14282839808584 0.733210868576342
"158" 0.393389658237408 9.10088910606906 1.27450017678711 0.244827309293344 0.223879558823163 0.893344665053259
"159" 1.31028779240608 18.9119326805979 1.68395685707635 0.21519844996718 0.181942601852435 0.799181519189525
"160" 0.636318788736909 14.1917798351746 1.13957857357621 0.257578193198632 0.510069908449493 0.903980071553503
"161" 1.12236262184368 7.92977719673737 2.12661264860279 0.308844419774167 0.885034335880066 0.429824325136516
"162" 1.43878302310934 16.9276280828178 1.7446868175596 0.213495082024435 0.490242257394129 0.499013532773201
"163" 1.6683756750156 18.7580081327802 2.21243958514606 0.147442483758433 0.949205723367673 0.730078779670293
"164" 0.518847832643327 15.254179267088 1.89248592864585 0.172348495545261 0.908719038427599 0.742132992948297
"165" 1.08324385913563 6.01544230346917 0.722999739744929 0.221636137098747 0.786169207785861 0.750035158832491
"166" 0.699185475973146 7.08259126849173 1.52474530863661 0.271117034058469 0.844095195192494 0.663403300133983
"167" 0.955404845471743 15.1325213186958 0.912542725829033 0.00331234449809667 0.969893037568129 0.0824289133795121
"168" 1.53091001047453 12.4754741722843 1.42412274565036 0.158088503266689 0.659747240062903 0.18239578487971
"169" 1.91626536230615 2.69685274062795 1.96243793850174 0.133408647426612 0.357508609446605 0.844699216881833
"170" 1.51179886092307 9.51734536414733 2.11660338505681 0.0208775622808649 0.841313512690249 0.807712964816476
"171" 1.73791233191982 19.1346135356538 1.98966373289295 0.108109148030053 0.500620692099411 0.778747403774884
"172" 1.21477010017302 11.9781186784218 2.39375526049636 0.0233877323553315 0.86892868733204 0.0267351404254441
"173" 1.25344764352693 17.4341915227706 1.68993006258981 0.0886223627775118 0.983109115310072 0.151853665967272
"174" 1.15656743431672 15.5834042766531 1.31306492055955 0.0898160707760586 0.0690331493128074 0.988114950918576
"175" 1.3416972535072 13.4885807526423 2.22401238747417 0.127841308039933 0.795253166963188 0.343417885800591
"176" 0.886123446178057 9.24340419577285 1.88557733578169 0.0958228323283298 0.854898678191863 0.632331278994181
"177" 1.24720979286316 15.9205268386203 1.93627560552808 0.0539852777931498 0.729261001515884 0.677789017592399
"178" 1.39637895483715 5.73829615472018 1.97591408205231 0.0606060985394704 0.113094144305381 0.814643242677058
"179" 1.41993566127037 13.1663317135618 2.47291622582322 0.130074509479268 0.468850035234937 0.698996527864698
"180" 1.56213194754673 11.8147906106606 1.85074838815906 0.112881646426623 0.274868034732728 0.957038280152899
