"LocID" "Location" "VarID" "Variant" "Time" "MidPeriod" "SexID" "Sex" "AgeGrpStart" "AgeGrpSpan" "mx" "qx" "px" "lx" "dx" "Lx" "Sx" "Tx" "ex" "ax"
"138538" 356 "India" 2 "Medium" "1950-1955" 1953 1 "Male" 40 5 0.017638 0.08453127 0.91546873 49899 4218 239144 0.90600885 1150665 23.06 2.54606
"138539" 356 "India" 2 "Medium" "1950-1955" 1953 2 "Female" 40 5 0.019914 0.09488961 0.90511039 46254 4389 220400 0.89738607 1072831 23.194 2.52312
"138540" 356 "India" 2 "Medium" "1950-1955" 1953 3 "Both" 40 5 0.01872683 0.08950271 0.91049729 48101 4305 229892 0.90188476 1112540 23.129 2.535085
"138541" 356 "India" 2 "Medium" "1950-1955" 1953 1 "Male" 45 5 0.022166 0.10513427 0.89486573 45681 4803 216667 0.8812673 911521 19.954 2.555906
"138542" 356 "India" 2 "Medium" "1950-1955" 1953 2 "Female" 45 5 0.02359 0.11144636 0.88855364 41865 4666 197784 0.87837641 852431 20.361 2.526209
"138543" 356 "India" 2 "Medium" "1950-1955" 1953 3 "Both" 45 5 0.0228421 0.1081385 0.8918615 43796 4736 207336 0.87988355 882648 20.154 2.541806
"138544" 356 "India" 2 "Medium" "1950-1955" 1953 1 "Male" 50 5 0.028791 0.13448179 0.86551821 40878 5497 190941 0.84711122 694854 16.998 2.553322
"138545" 356 "India" 2 "Medium" "1950-1955" 1953 2 "Female" 50 5 0.028592 0.13353019 0.86646981 37200 4967 173729 0.85156839 654647 17.598 2.530103
"138546" 356 "India" 2 "Medium" "1950-1955" 1953 3 "Both" 50 5 0.02869615 0.13402807 0.86597193 39060 5235 182431 0.84924462 675312 17.289 2.542256
"138547" 356 "India" 2 "Medium" "1950-1955" 1953 1 "Male" 55 5 0.038184 0.17456308 0.82543692 35381 6176 161748 0.79868138 503913 14.243 2.546038
"138548" 356 "India" 2 "Medium" "1950-1955" 1953 2 "Female" 55 5 0.036279 0.16651615 0.83348385 32232 5367 147942 0.80954737 480918 14.92 2.537037
"138549" 356 "India" 2 "Medium" "1950-1955" 1953 3 "Both" 55 5 0.03726718 0.17069765 0.82930235 33824 5774 154929 0.80395687 492881 14.572 2.541706
"138550" 356 "India" 2 "Medium" "1950-1955" 1953 1 "Male" 60 5 0.052609 0.23271302 0.76728698 29205 6796 129185 0.73432061 342165 11.716 2.522464
"138551" 356 "India" 2 "Medium" "1950-1955" 1953 2 "Female" 60 5 0.049092 0.21885519 0.78114481 26865 5880 119766 0.75081269 332976 12.394 2.52376
"138552" 356 "India" 2 "Medium" "1950-1955" 1953 3 "Both" 60 5 0.05088127 0.22593258 0.77406742 28051 6338 124556 0.74246859 337952 12.048 2.523101
"138553" 356 "India" 2 "Medium" "1950-1955" 1953 1 "Male" 65 5 0.071976 0.30470265 0.69529735 22408 6828 94864 0.65303664 212979 9.504 2.48408
"138554" 356 "India" 2 "Medium" "1950-1955" 1953 2 "Female" 65 5 0.066434 0.28466664 0.71533336 20986 5974 89922 0.67834192 213210 10.16 2.488129
"138555" 356 "India" 2 "Medium" "1950-1955" 1953 3 "Both" 65 5 0.0691958 0.29471344 0.70528656 21713 6399 92479 0.66563543 213396 9.828 2.486111
"138556" 356 "India" 2 "Medium" "1950-1955" 1953 1 "Male" 70 5 0.100106 0.39802982 0.60197018 15580 6202 61949 0.55364686 118116 7.581 2.427538
"138557" 356 "India" 2 "Medium" "1950-1955" 1953 2 "Female" 70 5 0.090112 0.36615837 0.63384163 15012 5497 60998 0.58846111 123288 8.213 2.442008
"138558" 356 "India" 2 "Medium" "1950-1955" 1953 3 "Both" 70 5 0.09507396 0.38216647 0.61783353 15314 5852 61557 0.57115565 120917 7.896 2.434824
"138559" 356 "India" 2 "Medium" "1950-1955" 1953 1 "Male" 75 5 0.138321 0.5058264 0.4941736 9379 4744 34298 0.44310685 56166 5.989 2.344746
"138560" 356 "India" 2 "Medium" "1950-1955" 1953 2 "Female" 75 5 0.123837 0.46716874 0.53283126 9515 4445 35895 0.48384035 62290 6.547 2.37236
"138561" 356 "India" 2 "Medium" "1950-1955" 1953 3 "Both" 75 5 0.1308368 0.48618767 0.51381233 9461 4600 35159 0.46419744 59360 6.274 2.359015
"138562" 356 "India" 2 "Medium" "1950-1955" 1953 1 "Male" 80 5 0.189468 0.62126683 0.37873317 4635 2879 15198 0.33901351 21868 4.718 2.229864
"138563" 356 "India" 2 "Medium" "1950-1955" 1953 2 "Female" 80 5 0.168469 0.57710619 0.42289381 5070 2926 17367 0.38251537 26395 5.206 2.271893
"138564" 356 "India" 2 "Medium" "1950-1955" 1953 3 "Both" 80 5 0.17811435 0.59795864 0.40204136 4861 2907 16321 0.36256561 24201 4.978 2.252588
"138565" 356 "India" 2 "Medium" "1950-1955" 1953 1 "Male" 85 15 0.2631481 NA NA 1755 1755 6671 NA 6671 3.8 3.800141
"138566" 356 "India" 2 "Medium" "1950-1955" 1953 2 "Female" 85 15 0.23748742 NA NA 2144 2144 9028 NA 9028 4.211 4.210749
"138567" 356 "India" 2 "Medium" "1950-1955" 1953 3 "Both" 85 15 0.24802415 NA NA 1954 1954 7880 NA 7880 4.032 4.031866
"138568" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 0 1 0.17162 0.1539213 0.8460787 100000 15392 89687 0.80715924 4057367 40.574 0.33
"138569" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 0 1 0.168503 0.15186923 0.84813077 100000 15187 90129 0.79805336 3863433 38.634 0.35
"138570" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 0 1 0.17010689 0.1529298 0.8470702 100000 15293 89902 0.80268093 3962525 39.625 0.339709
"138571" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 1 4 0.029523 0.10952934 0.89047066 84608 9267 313892 0.91636962 3967680 46.895 1.352
"138572" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 1 4 0.037236 0.13561744 0.86438256 84813 11502 308898 0.8977867 3773305 44.49 1.361
"138573" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 1 4 0.03326717 0.12231184 0.87768816 84707 10361 311438 0.90733657 3872623 45.718 1.356369
"138574" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 5 5 0.007437 0.03650626 0.96349374 75341 2750 369828 0.96812483 3653787 48.497 2.5
"138575" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 5 5 0.009283 0.04536226 0.95463774 73311 3326 358241 0.96171284 3464407 47.256 2.5
"138576" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 5 5 0.00832716 0.04078671 0.95921329 74346 3032 364151 0.96501784 3561185 47.9 2.5
"138577" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 10 5 0.005488 0.02706862 0.97293138 72590 1965 358040 0.96947568 3283959 45.24 2.5
"138578" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 10 5 0.006272 0.03087587 0.96912413 69985 2161 344525 0.96722595 3106166 44.383 2.5
"138579" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 10 5 0.00587108 0.02893079 0.97106921 71314 2063 351412 0.96837565 3197034 44.83 2.5
"138580" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 15 5 0.00717 0.03523918 0.96476082 70625 2489 347111 0.96079968 2925919 41.429 2.58251
"138581" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 15 5 0.007242 0.03558116 0.96441884 67825 2413 333233 0.96045994 2761641 40.717 2.559615
"138582" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 15 5 0.00720539 0.03540734 0.96459266 69251 2452 340299 0.96063102 2845622 41.092 2.571255
"138583" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 20 5 0.008761 0.04288186 0.95711814 68137 2922 333504 0.95497215 2578809 37.848 2.54279
"138584" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 20 5 0.008977 0.04392446 0.95607554 65411 2873 320057 0.95191207 2428408 37.125 2.563998
"138585" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 20 5 0.00886728 0.04339487 0.95660513 66799 2899 326902 0.95347429 2505323 37.505 2.553225
"138586" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 25 5 0.009611 0.04693682 0.95306318 65215 3061 318487 0.95073626 2245305 34.429 2.52126
"138587" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 25 5 0.010771 0.052473 0.947527 62538 3282 304666 0.94240642 2108350 33.713 2.554783
"138588" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 25 5 0.01017304 0.0496221 0.9503779 63900 3171 311692 0.9467355 2178421 34.091 2.537502
"138589" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 30 5 0.010681 0.05203497 0.94796503 62154 3234 302797 0.94366044 1926817 31.001 2.534971
"138590" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 30 5 0.013005 0.06301397 0.93698603 59257 3734 287120 0.93174183 1803684 30.439 2.546017
"138591" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 30 5 0.0117876 0.05727726 0.94272274 60729 3478 295090 0.93799699 1866729 30.739 2.54023
"138592" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 35 5 0.012649 0.06134272 0.93865728 58920 3614 285738 0.93296726 1624020 27.563 2.54837
"138593" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 35 5 0.015299 0.07371434 0.92628566 55523 4093 267521 0.92062341 1516564 27.314 2.534345
"138594" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 35 5 0.01390367 0.06722083 0.93277917 57251 3848 276794 0.92710436 1571638 27.452 2.54173
"138595" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 40 5 0.015289 0.07369623 0.92630377 55305 4076 266584 0.91691258 1338283 24.198 2.560427
"138596" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 40 5 0.017871 0.08558051 0.91441949 51430 4401 246286 0.90697208 1249043 24.286 2.532062
"138597" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 40 5 0.01651394 0.07935511 0.92064489 53402 4238 256617 0.9121749 1294845 24.247 2.54697
"138598" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 45 5 0.019698 0.09398593 0.90601407 51230 4815 244434 0.89348985 1071699 20.92 2.567121
"138599" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 45 5 0.021336 0.10134153 0.89865847 47028 4766 223375 0.88968114 1002757 21.322 2.531029
"138600" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 45 5 0.02047745 0.09749579 0.90250421 49165 4793 234079 0.89166399 1038228 21.117 2.549947
"138601" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 50 5 0.025695 0.12090493 0.87909507 46415 5612 218399 0.8616237 827265 17.823 2.56327
"138602" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 50 5 0.025674 0.12072792 0.87927208 42262 5102 198732 0.86588704 779382 18.441 2.53447
"138603" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 50 5 0.02568505 0.120821 0.879179 44371 5361 208720 0.86364944 804149 18.123 2.549622
"138604" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 55 5 0.034507 0.15914184 0.84085816 40803 6493 188178 0.81404598 608865 14.922 2.561114
"138605" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 55 5 0.032544 0.15070341 0.84929659 37160 5600 172080 0.8253301 580650 15.626 2.54988
"138606" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 55 5 0.03356897 0.15511731 0.84488269 39010 6051 180261 0.81946776 595429 15.263 2.555746
"138607" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 60 5 0.048653 0.21722659 0.78277341 34310 7453 153186 0.75107014 420687 12.262 2.536277
"138608" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 60 5 0.045166 0.20325071 0.79674929 31560 6415 142023 0.76645732 408570 12.946 2.540388
"138609" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 60 5 0.04696281 0.21048047 0.78951953 32959 6937 147718 0.75858173 415168 12.596 2.53827
"138610" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 65 5 0.066808 0.28620437 0.71379563 26857 7686 115053 0.6714876 267501 9.96 2.498234
"138611" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 65 5 0.062061 0.26866155 0.73133845 25145 6756 108854 0.69448318 266547 10.6 2.502402
"138612" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 65 5 0.06445122 0.27754178 0.72245822 26022 7222 112056 0.68299365 267450 10.278 2.500303
"138613" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 70 5 0.094096 0.37921287 0.62078713 19170 7270 77257 0.57372564 152448 7.952 2.442238
"138614" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 70 5 0.084986 0.34936344 0.65063656 18390 6425 75597 0.60610972 157693 8.575 2.4549
"138615" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 70 5 0.08944447 0.36412846 0.63587154 18800 6846 76534 0.59017278 155393 8.266 2.448703
"138616" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 75 5 0.129739 0.48321901 0.51678099 11901 5751 44324 0.46748426 75191 6.318 2.360508
"138617" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 75 5 0.116921 0.44774977 0.55225023 11965 5357 45820 0.50477409 82095 6.861 2.385832
"138618" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 75 5 0.12309843 0.46511831 0.53488169 11954 5560 45168 0.48680279 78860 6.597 2.373627
"138619" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 80 5 0.176292 0.59397278 0.40602722 6150 3653 20721 0.36643904 30867 5.019 2.254513
"138620" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 80 5 0.158173 0.55365133 0.44634867 6608 3658 23129 0.4063101 36275 5.49 2.291237
"138621" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 80 5 0.16655835 0.57275994 0.42724006 6394 3662 21988 0.38791681 33692 5.269 2.274241
"138622" 356 "India" 2 "Medium" "1955-1960" 1958 1 "Male" 85 15 0.24610441 NA NA 2497 2497 10146 NA 10146 4.063 4.063316
"138623" 356 "India" 2 "Medium" "1955-1960" 1958 2 "Female" 85 15 0.22435409 NA NA 2949 2949 13146 NA 13146 4.457 4.45724
"138624" 356 "India" 2 "Medium" "1955-1960" 1958 3 "Both" 85 15 0.23341671 NA NA 2732 2732 11704 NA 11704 4.284 4.284183
"138625" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 0 1 0.157519 0.14248179 0.85751821 100000 14248 90454 0.82585569 4413286 44.133 0.33
"138626" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 0 1 0.15658 0.14211587 0.85788413 100000 14212 90762 0.81797522 4223806 42.238 0.35
"138627" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 0 1 0.15706317 0.14230508 0.85769492 100000 14231 90604 0.82199313 4320991 43.21 0.339709
"138628" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 1 4 0.024046 0.09042622 0.90957378 85752 7754 322474 0.92928011 4322832 50.411 1.352
"138629" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 1 4 0.029684 0.11011038 0.88988962 85788 9446 318225 0.91403255 4133043 48.177 1.361
"138630" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 1 4 0.02678289 0.10004778 0.89995222 85769 8581 320393 0.92189521 4230387 49.323 1.356369
"138631" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 5 5 0.006528 0.03211587 0.96788413 77998 2505 383726 0.97250591 4000358 51.288 2.5
"138632" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 5 5 0.008435 0.041304 0.958696 76342 3153 373828 0.96604717 3814818 49.97 2.5
"138633" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 5 5 0.00743894 0.03651562 0.96348438 77188 2819 378896 0.96941276 3909994 50.655 2.5
"138634" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 10 5 0.004596 0.02271896 0.97728104 75493 1715 373175 0.97531971 3616632 47.907 2.5
"138635" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 10 5 0.005327 0.02628495 0.97371505 73189 1924 361135 0.97347056 3440990 47.015 2.5
"138636" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 10 5 0.00494728 0.02443417 0.97556583 74370 1817 367306 0.97443056 3531099 47.48 2.5
"138637" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 15 5 0.005553 0.02739451 0.97260549 73778 2021 363965 0.96997595 3243457 43.963 2.564548
"138638" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 15 5 0.005519 0.0272255 0.9727745 71265 1940 351555 0.96989041 3079855 43.217 2.540859
"138639" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 15 5 0.0055364 0.02731201 0.97268799 72553 1982 357915 0.96993147 3163792 43.607 2.552986
"138640" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 20 5 0.006623 0.03258479 0.96741521 71756 2338 353038 0.96578101 2879491 40.129 2.54316
"138641" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 20 5 0.006849 0.03368628 0.96631372 69325 2335 340970 0.96228885 2728300 39.355 2.578334
"138642" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 20 5 0.00673408 0.03312621 0.96687379 70571 2338 347153 0.96405132 2805878 39.76 2.560449
"138643" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 25 5 0.007299 0.03585001 0.96414999 69418 2489 340957 0.96167131 2526454 36.395 2.535103
"138644" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 25 5 0.008608 0.04216144 0.95783856 66990 2824 328111 0.95247209 2387330 35.637 2.579234
"138645" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 25 5 0.00794196 0.03895393 0.96104607 68233 2658 334673 0.95719772 2458725 36.034 2.556779
"138646" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 30 5 0.008432 0.04130842 0.95869158 66930 2765 327889 0.95444354 2185497 32.654 2.555133
"138647" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 30 5 0.010919 0.05318094 0.94681906 64165 3412 312517 0.94171105 2059219 32.092 2.564831
"138648" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 30 5 0.00963138 0.0470511 0.9529489 65575 3085 320348 0.94836176 2124052 32.391 2.55981
"138649" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 35 5 0.010347 0.05046541 0.94953459 64165 3238 312951 0.94375759 1857608 28.951 2.568602
"138650" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 35 5 0.013106 0.06348834 0.93651166 60753 3857 294301 0.93106125 1746702 28.751 2.546313
"138651" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 35 5 0.01165181 0.05664724 0.94335276 62490 3540 303806 0.93775717 1803704 28.864 2.558061
"138652" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 40 5 0.012998 0.06300943 0.93699057 60927 3839 295350 0.92732536 1544657 25.353 2.581709
"138653" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 40 5 0.015547 0.07487477 0.92512523 56896 4260 274012 0.91796957 1452402 25.527 2.542918
"138654" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 40 5 0.01419634 0.06860854 0.93139146 58950 4044 284896 0.92290091 1499898 25.444 2.563473
"138655" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 45 5 0.017442 0.0836801 0.9163199 57088 4777 273886 0.90473189 1249307 21.884 2.581514
"138656" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 45 5 0.018813 0.0899031 0.9100969 52636 4732 251534 0.90198907 1178390 22.388 2.539302
"138657" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 45 5 0.01808883 0.08662339 0.91337661 54906 4756 262931 0.90342212 1215002 22.129 2.561598
"138658" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 50 5 0.022885 0.10840508 0.89159492 52311 5671 247793 0.8749478 975421 18.647 2.573443
"138659" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 50 5 0.022661 0.10732709 0.89267291 47904 5141 226881 0.8804696 926856 19.348 2.542118
"138660" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 50 5 0.02277861 0.10789286 0.89210714 50150 5411 237538 0.8775617 952071 18.985 2.558565
"138661" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 55 5 0.031195 0.1450101 0.8549899 46640 6763 216806 0.82823944 727628 15.601 2.576062
"138662" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 55 5 0.028885 0.13493501 0.86506499 42762 5770 199762 0.84096777 699974 16.369 2.565171
"138663" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 55 5 0.03009701 0.14023276 0.85976724 44739 6274 208454 0.83431718 714533 15.971 2.570885
"138664" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 60 5 0.045039 0.20281353 0.79718647 39877 8088 179567 0.76656694 510822 12.81 2.549792
"138665" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 60 5 0.04136 0.18782934 0.81217066 36992 6948 167994 0.78212666 500212 13.522 2.558041
"138666" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 60 5 0.04326779 0.19563257 0.80436743 38465 7525 173917 0.7740816 506079 13.157 2.553763
"138667" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 65 5 0.062156 0.26914195 0.73085805 31789 8556 137650 0.68898877 331255 10.42 2.510994
"138668" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 65 5 0.057715 0.252407 0.747593 30044 7583 131392 0.7107558 332219 11.058 2.517242
"138669" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 65 5 0.05998089 0.26098864 0.73901136 30940 8075 134626 0.69974827 332162 10.736 2.514054
"138670" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 70 5 0.088399 0.36084841 0.63915159 23233 8384 94840 0.59316836 193605 8.333 2.456111
"138671" 356 "India" 2 "Medium" "1960-1965" 1963 2 "Female" 70 5 0.080016 0.33269381 0.66730619 22461 7473 93388 0.62332027 200826 8.941 2.468667
"138672" 356 "India" 2 "Medium" "1960-1965" 1963 3 "Both" 70 5 0.08417004 0.34678233 0.65321767 22865 7929 94204 0.60849257 197537 8.639 2.462445
"138673" 356 "India" 2 "Medium" "1960-1965" 1963 1 "Male" 75 5 0.121872 0.46169534 0.53830466 14850 6856 56256 0.49052819 98765 6.651 2.375678
